0.0182,-0.0175,0.0281
0.0722,-0.0405,0.0054
0.0461,-0.0107,0.0212
0.0239,-0.0175,0.0674
0.0387,0.0798,-0.041
0.1792,-0.0237,-0.0738
0.1574,-0.0107,-0.0361
0.1338,0.0046,0.007
0.2096,0.0112,-0.0649
0.2279,0.0202,-0.0687
0.1774,0.0317,-0.002
0.135,0.0799,0.0193
0.1683,0.0608,0.0227
0.2505,0.0462,-0.0378
0.252,0.0623,-0.0271
0.2069,0.0793,0.0332
0.2142,0.0678,0.0512
0.2898,0.0783,-0.0194
0.2352,0.0815,0.0565
0.2631,0.0975,0.0338
